6972.288,76.79154235828845,0
6969.972,76.80876715840407,0
6972.012,76.79492519142664,0
3490.75,154.36709012751854,0
3492.564,154.33126320507074,0
3491.93,154.33743907416743,0
1750.256,318.0836944528839,0
1750.204,318.0786082062106,0
1751.308,317.9565870656309,0
6971.772,76.7582232353555,0
6970.076,76.76561722349769,0
6969.5,76.76808220277756,0
6972.228,76.75267867891971,0
6969.864,76.77301263627751,0
6970.568,76.76130389064143,0
3488.012,154.72751781243983,0
3491.872,154.6555457534686,0
3488.884,154.7225520716326,0
3491.244,154.69028252394475,0
3487.448,154.75235129843034,0
3488.336,154.7498675911214,0
1747.816,317.2444758025721,0
1748.44,317.1529336325745,0
1748.988,317.19361251843776,0
1748.616,317.2139558748076,0
1746.712,317.2343018408056,0
1748.216,317.14276554134204,0
1635.7724550898204,324.0994565478767,0
1635.1017964071857,324.05270244277744,0
1634.5209580838323,324.14622414622414,0
1633.8622754491018,324.1618163451825,0
1635.6167664670659,324.13063344716466,0
1634.0958083832336,324.14622414622414,0
1636.4790419161677,324.1150442477876,0
1635.6526946107786,324.13063344716466,0
1633.9820359281437,324.1930052436619,0
3263.77245508982,162.2252714185985,0
3264.556886227545,162.22136632805353,0
3264.2155688622756,162.19403595754412,0
3265.5209580838323,162.12380012991073,0
3266.4491017964074,162.20965218437837,0
3265.22754491018,162.19403595754412,0
3265.251497005988,162.20184369509232,0
3263.359281437126,162.2330821637497,0
3265.2874251497005,162.20574784576132,0
6519.25748502994,83.16473988439306,0
6519.694610778443,83.16273692830134,0
6520.904191616766,83.16473988439306,0
6521.48502994012,83.1587313055415,0
6520.029940119761,83.1587313055415,0
6519.311377245509,83.16473988439306,0
6519.808383233533,83.16574139861993,0
6520.353293413174,83.16473988439306,0
6520.766467065869,83.16574139861993,0
6966.272,82.79477525068039,0
6970.504,82.78148353280196,0
6964.696,82.79676937651536,0
6967.004,82.80142271037566,0
6967.42,82.79078728716274,0
6969.316,82.79411056341421,0
6969.2,82.7927812208985,0
6970.284,82.78480606216286,0
6969.168,82.78812885824149,0
6971.024,82.78148353280196,0
6970.712,82.78148353280196,0
6970.888,82.78148353280196,0
3487.16,166.765626253711,0
3487.656,166.77900818488203,0
3487.564,166.77633162683955,0
3490.052,166.72549334188994,0
3487.388,166.78436155870835,0
3489.848,166.75759812574216,0
3487.94,166.77365515470535,0
3487.892,166.765626253711,0
3487.908,166.77097876847526,0
3489.456,166.77097876847526,0
3490.468,166.73619356287907,0
1748.852,333.2798819794105,0
1747.236,333.26919376563404,0
1748.188,333.215762978164,0
1747.824,333.0769230769231,0
1746.384,333.2798819794105,0
1747.06,333.23713323713326,0
1749.784,333.1409886516638,0
1749.584,333.1730306819275,0
1747.184,333.2264477650228,0
1749.044,333.25850623737296,0
1747.06,333.2798819794105,0
1748.416,333.25850623737296,0
